"CRASH_ID","UNIT_NBR","PRSN_NBR","PRSN_TYPE_ID","PRSN_OCCPNT_POS_ID","PRSN_INJRY_SEV_ID","PRSN_AGE","PRSN_ETHNICITY_ID","PRSN_GNDR_ID","PRSN_EJCT_ID","PRSN_REST_ID","PRSN_AIRBAG_ID","PRSN_HELMET_ID","PRSN_SOL_FL","PRSN_ALC_SPEC_TYPE_ID","PRSN_ALC_RSLT_ID","PRSN_BAC_TEST_RSLT","PRSN_DRG_SPEC_TYPE_ID","PRSN_DRG_RSLT_ID","DRVR_DRG_CAT_1_ID","PRSN_DEATH_TIME","INCAP_INJRY_CNT","NONINCAP_INJRY_CNT","POSS_INJRY_CNT","NON_INJRY_CNT","UNKN_INJRY_CNT","TOT_INJRY_CNT","DEATH_CNT","DRVR_LIC_TYPE_ID","DRVR_LIC_STATE_ID","DRVR_LIC_CLS_ID","DRVR_ZIP"
14842678,1,1,"DRIVER","FRONT LEFT","UNKNOWN",99,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,0,1,0,0,"UNKNOWN","Unknown","UNKNOWN","97063"
14842690,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",32,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78109"
14842690,2,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78244"
14842720,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",32,"WHITE","MALE","NO","NONE","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","76106"
14842720,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",19,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BREATH","Negative",0.008,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"ID CARD","Texas","UNLICENSED","76164"
14842733,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77356"
14842733,2,1,"DRIVER","FRONT LEFT","NOT INJURED",44,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77316"
14842739,1,1,"DRIVER","FRONT LEFT","NOT INJURED",57,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79928"
14842739,2,1,"DRIVER","FRONT LEFT","NOT INJURED",82,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79925"
14842750,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",20,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77586"
14842757,1,1,"DRIVER","FRONT LEFT","NOT INJURED",63,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77301"
14842757,2,1,"DRIVER","FRONT LEFT","NOT INJURED",34,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77328"
14842768,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED","78577"
14842768,2,1,"DRIVER","FRONT LEFT","NOT INJURED",59,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Mexico","OTHER/OUT OF STATE","19019"
14842773,1,1,"DRIVER","FRONT LEFT","NOT INJURED",38,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77045"
14842773,2,1,"DRIVER OF MOTORCYCLE TYPE VEHICLE","FRONT LEFT","INCAPACITATING INJURY",53,"BLACK","MALE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","WORN, NOT DAMAGED","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",1,0,0,0,0,1,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS A AND M","77071"
14842776,1,1,"DRIVER","FRONT LEFT","NOT INJURED",20,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79938"
14842776,2,1,"DRIVER","FRONT LEFT","NOT INJURED",84,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79903"
14842791,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75228"
14842791,2,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"ASIAN","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75019"
14842794,1,1,"DRIVER","FRONT LEFT","NOT INJURED",30,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Oklahoma","OTHER/OUT OF STATE","73401"
14842794,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",18,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75074"
14842817,1,1,"DRIVER","FRONT LEFT","NOT INJURED",38,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BLOOD","Positive",0.144,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77016"
14842817,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",34,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77338"
14842824,1,1,"DRIVER","FRONT LEFT","NOT INJURED",35,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS B","79915"
14842824,2,1,"DRIVER","FRONT LEFT","NOT INJURED",28,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79902"
14842829,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78543"
14842829,2,1,"DRIVER","FRONT LEFT","NOT INJURED",31,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78570"
14842830,1,1,"DRIVER","FRONT LEFT","NOT INJURED",69,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Louisiana","OTHER/OUT OF STATE","70818"
14842830,2,1,"DRIVER","FRONT LEFT","NOT INJURED",17,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77336"
14842839,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",68,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","79935"
14842839,2,1,"DRIVER","FRONT LEFT","NOT INJURED",45,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79925"
14842875,1,1,"DRIVER","FRONT LEFT","NOT INJURED",38,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77048"
14842875,2,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Illinois","UNLICENSED","77584"
14842878,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77023"
14842878,2,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","77011"
14842916,1,1,"DRIVER","FRONT LEFT","NOT INJURED",37,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Texas","CLASS A","77532"
14842916,3,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",30,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","77022"
14842916,4,1,"DRIVER","FRONT LEFT","NOT INJURED",49,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77521"
14842923,1,1,"DRIVER","FRONT LEFT","NOT INJURED",35,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75754"
14842923,2,1,"DRIVER","FRONT LEFT","NOT INJURED",40,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75104"
14842933,1,1,"DRIVER","FRONT LEFT","NOT INJURED",41,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"ID CARD","Texas","UNLICENSED","77043"
14842933,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",24,"WHITE","MALE","NO","NONE","NOT DEPLOYED","NOT APPLICABLE","N","BREATH","Negative",0,"OTHER (EXPLAIN IN NARRATIVE)","UNKNOWN","UNKNOWN","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78155"
14842933,3,1,"DRIVER","OUTSIDE VEHICLE","NOT INJURED",21,"WHITE","MALE","NOT APPLICABLE","NOT APPLICABLE","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78852"
14842940,1,1,"DRIVER","FRONT LEFT","NOT INJURED",55,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED MULTIPLE","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78214"
14842940,2,1,"DRIVER","FRONT LEFT","NOT INJURED",55,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78264"
14842940,3,1,"DRIVER","FRONT LEFT","NOT INJURED",47,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78245"
14842947,1,1,"DRIVER","FRONT LEFT","NOT INJURED",56,"ASIAN","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77459"
14842947,2,1,"DRIVER","FRONT LEFT","NOT INJURED",41,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77040"
14842952,1,1,"DRIVER","FRONT LEFT","NOT INJURED",40,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C AND M","78242"
14842952,2,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",32,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","78223"
14842953,1,1,"DRIVER","FRONT LEFT","NOT INJURED",29,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BREATH","Negative",0,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78221"
14842963,1,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","75702"
14842987,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","76201"
14842987,2,1,"DRIVER","FRONT LEFT","NOT INJURED",28,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75067"
14842987,3,1,"DRIVER","FRONT LEFT","NOT INJURED",36,"BLACK","MALE","NOT APPLICABLE","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75067"
14842987,4,1,"DRIVER","FRONT LEFT","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,0,1,0,0,"UNKNOWN","Unknown","UNKNOWN",""
14843028,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"HISPANIC","MALE","NO","UNKNOWN","NOT DEPLOYED","NOT APPLICABLE","N","BLOOD","Positive",0.213,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79936"
14843038,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C",""
14843038,2,1,"DRIVER","FRONT LEFT","NOT INJURED",26,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77063"
14843082,1,1,"DRIVER","FRONT LEFT","NOT INJURED",30,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BLOOD","Positive",0.3,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75154"
14843083,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",23,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"ID CARD","Texas","UNLICENSED","75241"
14843087,1,1,"DRIVER","FRONT LEFT","NOT INJURED",18,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","79912"
14843087,2,1,"DRIVER","FRONT LEFT","NOT INJURED",25,"HISPANIC","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","New Mexico","OTHER/OUT OF STATE","88063"
14843094,1,1,"DRIVER","FRONT LEFT","POSSIBLE INJURY",20,"ASIAN","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,1,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","75080"
14843094,2,1,"DRIVER","FRONT LEFT","NOT INJURED",22,"ASIAN","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75081"
14843104,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"HISPANIC","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","BREATH","Negative",0.018,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77011"
14843120,1,1,"DRIVER","FRONT LEFT","NOT INJURED",36,"OTHER","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75024"
14843120,2,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75056"
14843120,3,1,"DRIVER","FRONT LEFT","NOT INJURED",37,"WHITE","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75248"
14843127,1,1,"DRIVER","FRONT LEFT","NOT INJURED",37,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","BREATH","Positive",0.11,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","78237"
14843129,1,1,"DRIVER","FRONT LEFT","NOT INJURED",23,"WHITE","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75074"
14843129,2,1,"DRIVER","FRONT LEFT","NOT INJURED",60,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75002"
14843129,3,1,"DRIVER","FRONT LEFT","NOT INJURED",43,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"COMMERCIAL DRIVER LIC.","Louisiana","OTHER/OUT OF STATE","70460"
14843133,1,1,"DRIVER","FRONT LEFT","NOT INJURED",46,"WHITE","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","75901"
14843133,2,1,"DRIVER","FRONT LEFT","NOT INJURED",38,"HISPANIC","MALE","NOT APPLICABLE","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","75901"
14843133,3,1,"DRIVER","FRONT LEFT","NOT INJURED",42,"HISPANIC","MALE","NOT APPLICABLE","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"UNLICENSED",NA,"UNLICENSED","75901"
14843152,1,1,"DRIVER","FRONT LEFT","NOT INJURED",24,"BLACK","FEMALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","BLOOD",NA,NA,"BLOOD","UNKNOWN","UNKNOWN","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77469"
14843152,2,1,"DRIVER","FRONT LEFT","NOT INJURED",30,"BLACK","MALE","NO","SHOULDER & LAP BELT","NOT DEPLOYED","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,0,0,1,0,0,0,"DRIVER LICENSE","Texas","CLASS C","77090"
14843169,1,1,"DRIVER","FRONT LEFT","NON-INCAPACITATING INJURY",20,"BLACK","MALE","NO","SHOULDER & LAP BELT","DEPLOYED, FRONT","NOT APPLICABLE","N","NONE",NA,NA,"NONE","NOT APPLICABLE","NOT APPLICABLE","",0,1,0,0,0,1,0,"DRIVER LICENSE","Texas","CLASS C","76010"
